,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOME,TIPO DE BENEFICIO,ATUALMENTE NO SISTEMA,CICLO DE VALIDAÇÃO,VALIDADO PGE,VALIDADO PRESIDENCIA,SIMULAVEL,TIPO,APOS_ESPECIAL,TIPO_REMUN,PARIDADE,TabelaPontuacao,Requisitos da IN Nº 5/2020,Relatório p/ Reserva Remunerada por Idade ex-officio,ADICIONAL_INATIVIDADE,DATA_ADM_ATE,DATA_ADM_APOS,DATA_DIREITO_ATE,DATA_DIREITO_APOS,FUNDAMENTACAO_PROPORCIONAL,VISIVEL DTC PROPORCIONAL,FUNDAMENTACAO_INTEGRAL,VISIVEL DTC INTEGRAL,SEXO,INTEGRAL,TIPO_CALCULO,FUNDAMENTACAO,status_regra,motivo_inativacao,status_auditoria,auditado_por,auditado_em,atos_validacao
Voluntária do Servidor Exposto a Agentes Nocivos à Saúde da EC 146/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,14/09/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 8, §§ 1° e 2° da EC nº 146/2021, e artigo 40, § 4°-C, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[]
Voluntária do Servidor Exposto a Agentes Nocivos à Saúde da EC 146/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,14/09/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 8, §§ 1° e 2° da EC nº 146/2021, e artigo 40, § 4°-C, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[]
Voluntária do Servidor Exposto a Agentes Nocivos à Saúde - Artigo 41 da Lei Complementar n. 1.100/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base nos artigos 24, 27, inciso II, e 41, inciso III, da Lei Complementar Estadual 1.100/2021 e artigo 40, § 1º, inciso III, segunda parte, e § 4°-C, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019 - regra permanente",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,"Artigo 7º, §§ 2º e 3º, da Emenda Constitucional Estadual nº 146/2021.",ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,FEMININO,S,Remuneração de Contribuição,"Artigo 7º, §§ 2º e 3º, da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, §§2º e § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""a"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória homem - idade + tempo + pedágio | Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, §§ 2º e 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória mulher - idade + tempo + pedágio",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, § 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória - idade + tempo de contribuição + mulher.",N,MASCULINO,S,Remuneração de Contribuição,"Artigo 7º, §§1º e 3º da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 7º, § 3º da EC nº 146/2021",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,13/11/2019 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 7º, § 3º da Emenda Constitucional Estadual nº 146/2021, artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985 e artigo 40, §1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra transitória - idade + tempo de contribuição + mulher.",N,FEMININO,S,Remuneração de Contribuição,"Artigo 7º, §§1º e 3º da Emenda Constitucional Estadual nº 146/2021",ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/2021 - Admissão após 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, inciso II, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária do Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/2021 - Admissão após 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,31/12/2003 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 24, 27, inciso II, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/21 - Admissão até 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, inciso I, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
"Voluntária Policial Civil - Art. 40, §4-B da CF, c/c Art. 34 da LC 1.100/21 - Admissão até 31/12/2003",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria especial de policial, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, §1°, inciso III, segunda parte, e § 4°-B da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, inciso I, e 34 da Lei Complementar nº 1.100/2021 - regra permanente.",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
Aposentadoria por Mandado de Injunção,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,"Artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigo 7º, § 2º e § 3º, da Emenda à Constituição Estadual nº 146/2021 e artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985.",N,"Artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigo 7º, § 2º e § 3º, da Emenda à Constituição Estadual nº 146/2021 e artigo 1º, inciso II, alínea ""b"", da Lei Complementar nº 51/1985.",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[]
Voluntária por Idade e Temp. de Contrib.- Art. 3º da EC 47/05 - FÓRMULA 85/95 e art. 4º da EC nº 146/21,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,,N,"Artigo 3º da Emenda Constitucional nº 47/2005, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
Voluntária por Idade e Temp. de Contrib.- Art. 3º da EC 47/05 - FÓRMULA 85/95 e art. 4º da EC nº 146/21,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2099 00:00,01/01/1950 00:00,,N,"Artigo 3º da Emenda Constitucional nº 47/2005, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
Apos. Voluntária Tempo de Serviço - Anterior a E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1900 00:00,01/12/2002 00:00,01/01/1900 00:00,"Art. 40, inciso III, alínea ""c"" da Constituição Federal de 1988 em seu texto original",N,"Art. 40, inciso III, alínea ""a"" da Constituição Federal de 1988 em seu texto original",N,,,Não identificado,,ativa,,importada,,,[]
Apos. Voluntária Tempo de Serviço - Anterior a E.C. 20/1998 - (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,S,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,16/12/1998 00:00,01/01/1910 00:00,,N,"Art. 40, inciso III, alínea ""b"" da Constituição Federal de 1988 em seu texto original",N,,,Não identificado,,ativa,,importada,,,[]
Apos. Voluntária Tempo de Contribuição - Permanente da E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,"Art 40, §1º, III, alinea ""a"" da CF com redação da EC 20/98",N,"Art 40, §1º, III, alinea ""a"" da CF com redação da EC 20/98",N,,,Não identificado,,ativa,,importada,,,[]
Apos. Voluntária Tempo Contribuição - Permanente da E.C. 20/1998 - (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,S,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,,N,"Art 40, §1º, III, alinea ""a"", §5º da CF com redação da EC 20/98",N,,,Não identificado,,ativa,,importada,,,[]
Apos. Voluntária Tempo de Contribuição - Transição da E.C. 20/1998,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 8º da Emenda Constitucional nº 20/1998 - fundamento - regra de transição - EC 20/98 da CF",N,,,Não identificado,,ativa,,importada,,,[]
Apos. Voluntária Tempo Contribuição - Transição da E.C. 20/1998 - (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,N,CIVIL,S,,S,N,N,N,N,16/12/1998 00:00,01/01/1910 00:00,31/12/2003 00:00,16/12/1998 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 8º da Emenda Constitucional nº 20/1998 - fundamento - regra de transição - EC 20/98 da CF",N,,,Não identificado,,ativa,,importada,,,[]
"Voluntária por Tempo de Contribuição - Art. 40, §1º, III, ""a"" da CF c/c art. 4º da EC 146/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2024 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Artigo 40, §1º, inciso III, alínea ""a"", da Constituição Federal, com redação dada pela Emenda Constitucional nº 20/1998 e artigo 40, §§ 3º e 8º com redação dada pela Emenda Constitucional nº 41/2003, art. 4° da Emenda à Constituição Estadual - CF",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária por Tempo de Contribuição - Art. 40, §1º, III, ""a"" da CF c/c art. 4º da EC 146/21",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,31/12/2024 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Artigo 40, §1º, inciso III, alínea ""a"", da Constituição Federal, com redação dada pela Emenda Constitucional nº 20/1998 e artigo 40, §§ 3º e 8º com redação dada pela Emenda Constitucional nº 41/2003, art. 4° da Emenda à Constituição Estadual - CF",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária por Tempo de Contribuição - Art. 40, §1º, III, ""a"" da CF c/c art. 4º da EC 146/21 (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2024 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Artigo 40, § 5°, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 33, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra permanente da aposentadoria especial de professor.",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[]
"Voluntária por Tempo de Contribuição - Art. 40, §1º, III, ""a"" da CF c/c art. 4º da EC 146/21 (Magistério)",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2024 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Artigo 40, § 5°, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 33, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - regra permanente da aposentadoria especial de professor.",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[]
Voluntária por Tempo de Contribuição - Art. 2º da EC nº 41/03 e o art. 4º da EC nº 146/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (Média aritmética das contribuições), com Aplicação do redutor de idade (se houver antecipação) e sem paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 2º da Emenda Constitucional nº 41/2003 - fundamento - regra de transição - EC 41/03 - CF",N,MASCULINO,S,Valor Médio com Redutor da Idade,,ativa,,importada,,,[]
Voluntária por Tempo de Contribuição - Art. 2º da EC nº 41/03 e o art. 4º da EC nº 146/2021,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,N,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (Média aritmética das contribuições), com Aplicação do redutor de idade (se houver antecipação) e sem paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 2º da Emenda Constitucional nº 41/2003 - fundamento - regra de transição - EC 41/03 - CF",N,FEMININO,S,Valor Médio com Redutor da Idade,,ativa,,importada,,,[]
Voluntária por Tempo de Contribuição - Art. 2º da EC nº 41/2003 e o art. 4º da EC nº 146/21 (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (Média aritmética das contribuições), com Aplicação do redutor de idade (se houver antecipação) e sem paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 2º da Emenda Constitucional nº 41/2003 - fundamento - regra de transição - EC 41/03 - CF",N,MASCULINO,S,Valor Médio com Redutor da Idade,,ativa,,importada,,,[]
Voluntária por Tempo de Contribuição - Art. 2º da EC nº 41/2003 e o art. 4º da EC nº 146/21 (Magistério),APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,16/12/1998 00:00,01/01/1950 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (Média aritmética das contribuições), com Aplicação do redutor de idade (se houver antecipação) e sem paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 2º da Emenda Constitucional nº 41/2003 - fundamento - regra de transição - EC 41/03 - CF",N,FEMININO,S,Valor Médio com Redutor da Idade,,ativa,,importada,,,[]
Voluntária por Tempo de Contribuição - Art. 6º da EC 41/03 c/c art. 4º da EC nº 146/21,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,4º,FALSE,FALSE,S,CIVIL,N,,S,N,N,N,N,31/12/2003 00:00,01/01/1910 00:00,31/12/2024 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019, artigo 4º da Emenda à Constituição Estadual nº 146/2021 e artigo 6º da Emenda Constitucional nº 41/2003 - fundamento - regra de transição - EC 41/03 - CF",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[]
